place_id,name,address,phone,state,zip_code,dso,brand,latitude,longitude,scraped_at
ChIJDWYXws9Ka4gR3JL-wLOAx-M,Geist Dental Care," 11683 Fox Road, Indianapolis, IN",(317) 826-4347,Indiana,11683.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJVZKOELVdNIgRimtAMOgPS-Y,Greater Pittsburgh Dental Group," 1000 Commerce Dr Ste 1009, Moon Township, PA",(412) 262-3530,Pennsylvania,15108.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJFTK4Fa5f94cRKiXjcqmBoGE,Badger Hills Dental Care," 4273 W Circle Dr NW, Rochester, MN",(507) 322-1886,Minnesota,55901.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJB9OrYm6ONIgRWVFT6nNrHow,Gibsonia Dental Care," 5161 William Flynn Hwy, Ste. B, Gibsonia, PA",(724) 939-3032,Pennsylvania,15044.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ18ye1GpxD4gRVWm72svYAk0,Ridgeview Family Dental," 3617 Municipal Dr, McHenry, IL",(815) 344-2282,Illinois,60050.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJTw3Y9MiSyYkRApWxfR-KYQo,Dentistry at Hagerstown," 1329 Pennsylvania Ave Ste 201, Hagerstown, MD",(301) 791-0333,Pennsylvania,21742.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ-fSNFqs-3YkRYjOyKCziz6Q,Poughkeepsie Dental," 22 IBM Road Suite #203B, Poughkeepsie, NY",(845) 462-1542,New York,12601.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJs_9vB4kFU4gRFheR_v9V-h0,University Dental Associates High Point," 2021 Eastchester Dr Ste A, High Point, NC",(336) 885-6511,North Carolina,27265.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJQU_2E-F53YgRBtkWNodWXw4,Dental Care at Loughman Crossing," 6019 US Highway 17 92 N, Davenport, FL",(863) 240-0873,Florida,33896.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ4UjtmxnTQIYRVRGk0U24Z14,Wainwright Dental & Associates," 12055 Spring Cypress Rd, Tomball, TX",(281) 351-5353,Texas,12055.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ_9Lc7nrWRIYRb7PCYh-SVuw,Carus Dental Georgetown University," 950 W University Ave Ste 101, Georgetown, TX",(512) 930-5930,Texas,78626.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJJ8lIdX-t3IgR6YoU-tMlEc0,North Port Oral Surgery & Dental Care," 2787 Sycamore St. Ste 106, North Port, FL",(941) 423-1750,Florida,34289.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJR4obkG9VwIcRxQM1EN_XyGg,Dental Care on Cookingham," 10402 NE Cookingham Dr, Kansas City, MO",(816) 368-8349,Kansas,10402.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJP2wRUdjNwogROWt91jygnU0,SmileWright Dentistry," 1202 Millennium Parkway, Brandon, FL",(813) 653-1455,Florida,33511.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ97F3ZQhh1oYRFDjGSQ5_LPs,Houghton Family Dental Care," 9160 S Houghton Rd, Ste. 100, Tucson, AZ",(520) 207-2217,Arizona,85747.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJr7hKYrpJRYYRnwtNydjyHOA,Heights Dental Center," 420 E FM 2410 Rd Ste 104, Harker Heights, TX",(254) 699-3359,Texas,76548.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJK4C_nxUH9YgReguzcTwtQqQ,Georgia Dental Center," 755 Commerce Dr, Ste. 513, Decatur, GA",(404) 377-7711,Georgia,30030.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJvcmBHSNkkFQRMH30F6O_YtA,Tiger Mountain Dentistry," 14401 Issaquah Hobart Rd SE Ste 101, Issaquah, WA",(425) 369-6886,Washington,14401.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJwdnZl5z_BIgRa4nBvvBSY6E,Germantown Dental Care," N112W16286 Mequon Rd, Germantown, WI",(262) 293-5034,Wisconsin,53022.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJq2I7SNSZbIcR22f-4NRZd-Y,Limelight Dental Care," 3990 Limelight Ave Unit A, Castle Rock, CO",(720) 464-1018,Colorado,80109.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJPYYDDwDyNIgRjEAHODYdXl4,Chestnut Hills Dental Pittsburgh Sq. Hill," 5889 Forbes Ave Ste 305, Pittsburgh, PA",(412) 521-4300,Pennsylvania,15217.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJcdGo6TcpWIgRgDLFbeMCVVY,Gilder Creek Dental Care," 2800 Woodruff Road, Simpsonville, SC",(864) 963-7000,South Carolina,29681.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJv18dbUKjf4gR0Yn9KlEFyTM,Dental Designs on Poplar," 1055 W Poplar Ave, Collierville, TN",(901) 471-0743,Tennessee,38017.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJwTPbKuCT9YgRFD18HFoUT-k,Golden Park Village Dental," 4890 Golden Pkwy, Buford, GA",(678) 288-4786,Georgia,30518.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJI8YEVnUrjIgR3Wdz-_WcH_c,Montgomery Family Dental Care," 2560 Bell Road, Montgomery, AL",(334) 271-0040,Alabama,36117.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ02uM-3PIJIgRZiKHalDfcgg,Signature Smiles - Lathrup Village," 18181 W 12 Mile Rd Ste 4, Lathrup Village, MI",(248) 557-5756,Michigan,18181.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJF4mLlwSllVQRDM3OYwi793o,Dental Designs," 900 SE Chkalov Dr, Vancouver, WA",(360) 896-1449,Washington,98683.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJt5KJB6fz2YkRe1mYz_CG5fk,Berry Good Dental Care," 325 University Ave, Syracuse, NY",(315) 476-3552,New York,13210.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJyeKFYKAiTIYRYQqvUPHb_CQ,Plano Smile Design," 7965 Custer Road, Suite 100, Plano, TX",(972) 517-6453,Texas,75025.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ2Vzl6fNda4gRlRqq8v5FzsI,Greenwood Family Dentistry," 1090 South State Road 135, Greenwood, IN",(317) 882-8899,Indiana,46143.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJW2CQGDy_JoYRmusQGJL8WBo,Denham Springs Dental Care," 27686 Juban Road, Denham Springs, LA",(225) 304-6572,Louisiana,27686.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJF3tldX1BtokRoWru7dHx0i4,Gum Springs Dental Care," 25739 Branch Rail Dr Ste 160, Chantilly, VA",(571) 430-3535,Virginia,25739.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJO7fXPL_9kFQRR-5KIbMFaMg,Longston Place Dental," 13333 Meridian E Ste E, Puyallup, WA",(253) 770-4342,Washington,13333.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJOx63fUIcR4cRmaqF65rQ6-k,Grand Dental," 1035 Grand Avenue, Grand Junction, CO",(970) 243-8580,Colorado,81501.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJc-u-Yc392ogRdsTht6cOafo,Grand Lely Dental Care," 7705 Collier Blvd, Unit 404, Naples, FL",(239) 300-9199,Florida,34114.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJrYw-hxOIXIYRBWbOjzxobmQ,Canyon Springs Family Dental," 26112 Overlook Parkway Suite 1108, San Antonio, TX",(210) 293-0810,Texas,26112.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJsx83SIVd54gRI9k44t0qiCo,Timber Springs Dental Care," 327 S Avalon Park Blvd, Orlando, FL",(321) 710-3435,Florida,32828.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ1ZVbgtGwwogRNizCXnw-yeA,Wiregrass Family Dental Care," 2066 Bruce B. Downs, Blvd., Wesley Chapel, FL",(813) 528-8797,Florida,33544.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJu1FpeEwBdogRSgvZeTOiRIs,Green Mount Family Dentistry," 1490 North Greenmount Road, Suite A, O'Fallon, IL",(618) 622-9720,Illinois,62269.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJwzOQjW4R24gRKicGGh80wBo,Dental Care at Grande Oak," 20330 Grande Oak Shoppes Blvd, Unit 101, Estero, FL",(239) 319-2363,Florida,20330.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJK29BwIr29YgRBQAqnAhKKg8,Green Street Smiles," 615 Green Street, Suite 101, Gainesville, GA",(770) 532-2336,Georgia,30501.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJZ494gYdjZIgRoL3MaPY2Cd8,Green Hills Family Dentistry," 4301 Hillsboro Pike, Suite 315, Nashville, TN",(615) 383-6066,Tennessee,37215.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJsQa5Rae5wogRirn_1Im2SJk,Dental Care at Livingston Marketplace," 2701 E County Line Rd, Lutz, FL",(813) 522-5530,Florida,33559.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJReKECsLsQIYRbmaLfg4u9QQ,Kingsley Family Dental Care," 12567 West Broadway St. Ste. 129, Pearland, TX",(832) 672-8648,Texas,12567.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJrRk2uINht4kRytLlzQnO2oI,Great Mills Family Dental," 22329 Greenview Pkwy, Great Mills, MD",(301) 862-2044,Maryland,22329.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJjZ6TSXRkZIgRGWyLjE2yVYI,Songstad Dental Group," 3819 Cleghorn Ave, Nashville, TN",(615) 383-2242,Tennessee,37215.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJadFg47itbIgRmcIIvQMuW24,Green Street Dental Care," 1551 N. Green St. Suite N, Brownsburg, IN",(317) 852-5668,Indiana,46112.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ6c5Px1xna4gR15BTH3lONU4,Honey Grove Family Dentistry," 1711 South State Road 135, Ste B, Greenwood, IN",(317) 882-8000,Indiana,46143.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ9Wf3knNaQIgRVEO5LDT01Wk,Cincinnati Dental Services West Chester," 7334 Tylers Corner Dr Ste 500, West Chester, OH",(513) 712-1014,Ohio,45069.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJG_6ArDdy54gRDXNbOD3sa9c,Longwood Family Dentistry," 2127 W State Road 434, Longwood, FL",(407) 332-6060,Florida,32779.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJZcFhDsb_QIgR6HS-hAJ_nK4,Cincinnati Dental Services Milford," 5976 Meijer Dr Ste 110B, Milford, OH",(513) 712-1085,Ohio,45150.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJwdIx3dJXQIgRxHJz5FzUwxw,Cincinnati Dental Services Landen," 8944 Columbia Rd Ste 2, Loveland, OH",(513) 774-8800,Ohio,45140.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJtaFejVndNIgRhVMraUdtL0c,Keystone Mini Dental Implant Center," LLC, 8489 Country Club Dr Ste 4, North Huntingdon, PA",(724) 230-4429,Pennsylvania,15642.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJT8ey_NHGtokReuooYytQu1I,Neibauer Dental Care," 9859 Patriot Hwy, Fredericksburg, VA",(540) 891-0071,Virginia,22407.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJMy_9ZmcinlQRhHv1pgjjevE,South Hill Periodontics," 2700 S Southeast Blvd Ste 210, Spokane, WA",(509) 536-7032,Washington,99223.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJMfx5MUhoK4cRFKSnu7snxtI,Arrowhead Creekside Dental," 7541 W Bell Rd Ste 103, Peoria, AZ",(623) 979-0053,Arizona,85382.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJC4ZQDI61RIYRfv4llrIJcVw,Midtown Dental Associates," 3000 N. IH 35, Suite 650, Austin, TX",(512) 472-2246,Texas,78705.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJpZPXcHKFD4gRsLGBgFiW5lk,Avid Dental Lindenhurst," 2246 E Grand Ave, Lindenhurst, IL",(847) 265-6444,Illinois,60046.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJZRYBNQXNjIgRu70p6EtuPho,Midtown Dental Care," 1380 14th Street, Columbus, GA",(706) 322-0651,Georgia,31901.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJg-QvDDbW5IgRGZ51JtZj_wU,Seaside Lifetime Dentistry," 165 Juniper Circle, Brunswick, GA",(912) 554-4552,Georgia,31520.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ14n6oGMSD4gRDMIt7Ex2_OM,Morningside Family Dental," 290 N Randall Rd, Ste A, Lake in the Hills, IL",(224) 678-9494,Illinois,60156.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJf2LWMB_nEYgRRANwEBHveB0,Parkside Dental Care," 1515 West 45th Avenue, Griffith, IN",(219) 922-9007,Indiana,46319.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJn5rP-U0It4kRzD5hbtJXci8,Neibauer Dental Care," 124 Rosewick Road, LaPlata, MD",(301) 934-4357,Maryland,20646.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ6cEFQeyp-IgRSRj3pqYSuu0,Rice Creek Family Dentistry," 101 Rice Bent Way Ste 4, Columbia, SC",(803) 788-2676,South Carolina,29229.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJrdMdEwf5tokRJM7o7l7ixr8,Neibauer Dental Care," 3950 Fettler Park Drive, Dumfries, VA",(703) 221-3295,Virginia,22025.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJz2AeRExx54gRzB4htq1GqjE,Lakeside Family Dentistry," 3002 E Semoran Blvd Ste 1000, Apopka, FL",(407) 774-6622,Florida,32703.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJwf-42G6s3IgRK0nv8KW_bKY,Price Creek Dentistry," 1500 Price Creek Way, North Port, FL",(941) 200-5094,Florida,34288.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJc9Raqoe_tokRRZNjlB5vWaE,Neibauer Dental Care," 5630 Plank Road, Fredericksburg, VA",(540) 548-3602,Virginia,22407.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJnXJyfLOZVogRwClW7F5Q10o,Dental Care at Berewick," 8680 Rachel Freeman Way Ste A, Charlotte, NC",(980) 270-6511,North Carolina,28278.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJtVwl1tbBD4gRvQReOmFwAus,Briarwood Park Dental Care," 95 S Waukegan Rd, Deerfield, IL",(224) 515-7390,Illinois,60015.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ2z-OtSbutokRbCtCy1bhsLA,Neibauer Dental Care," 20 Berkshire Drive, Suite 115, Stafford, VA",(540) 720-7720,Virginia,22554.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJWWvGy1zlt4kRpgPRl3aflUw,Neibauer Dental Care," 1166 State Route 3 South, Suite 211, Gambrills, MD",(410) 721-2409,Maryland,21054.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJO2BnseJVwIcRgruCU0gzPQg,Liberty Dental Care," 9150 NE Barry Road, Suite B, Kansas City, MO",(816) 792-3500,Kansas,64157.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJUcJZTfr0XIYRASu1UAEQ_TY,Eventide Family Dentistry," 937 Eventide Drive, San Antonio, TX",(210) 824-0430,Texas,78209.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJO2yVEFNKa4gRggcSYwsKTcQ,Sunnyside Dental Care," 11135 Pendleton Pike; Suite 900, Indianapolis, IN",(317) 826-3441,Indiana,11135.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ6_Ks1XYm9ocRnDXrK9_zeoM,Woodlake Orthodontics- Richfield," 6601 Lyndale Ave S Ste 240, Richfield, MN",(612) 869-8834,Minnesota,55423.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJI66w20bSNIgRJClmRHHTsDA,Laurelview Dentistry," 432 Frye Farm Rd, Greensburg, PA",(724) 537-0800,Pennsylvania,15601.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ5RTr-9rWwogRDdRldiBEFJE,Riverview Smiles Dental," 10389 Big Bend Road, Riverview, FL",(813) 304-2600,Florida,10389.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJWx7IQWt_a4cRNUa4bPN62h8,Aspen View Dental," 5104 S Field St, Littleton, CO",(303) 935-3737,Colorado,80123.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJd7TO4D-af4gRZLLF9MGsoEU,Prestige Dental Care," 3267 Hacks Cross Rd, Memphis, TN",(901) 624-0440,Tennessee,38125.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ--vzVyWGO4YRvjWfq_OGvkQ,Calcasieu Dental Care," 4459 Nelson Rd Suite 120, Lake Charles, LA",(337) 479-2273,Louisiana,70605.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJQ9pibn7t0YARzVLlEpPeG_E,Lakeview Family Dental," 371 Lake Havasu Avenue S, Lake Havasu City, AZ",(928) 855-8333,Arizona,86403.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJV4o0p0VAw4gRXB1KFIzXPPg,Hillview Family Dental," 1865 Hilllview Street, Sarasota, FL",(941) 365-4500,Florida,34239.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJj6Fx1ONeDogRGb2h38u16UM,Romeoville Smiles Dentistry," 450 S Weber Road, Romeoville, IL",(815) 782-8882,Illinois,60446.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJXYM_jj_xOIgRWs7NSYVcI9o,Columbus Pike Dental Care," 6337 Pullman Drive, Lewis Center, OH",(740) 201-4321,Ohio,43035.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJbT3il5CaxokRTnbn6bD6uVw,Ridge Pike Dental Care," 1835 E Ridge Pike, Royersford, PA",(484) 961-8610,Pennsylvania,19468.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJxVkl9dq3CYgRa7Hk71YhuEg,True Smiles," 312 2nd Avenue, Sterling, IL",(815) 625-9000,Illinois,61081.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJb0IcBcWvU4gRSHA7A5pxO5U,University Dental Associates Village Link," 2020 Village Link Rd, Winston-Salem, NC",(336) 923-4262,North Carolina,27106.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJOUTsVh3XwogRZ439pNY7AKM,Wimauma Dental Care," 4921 State Road 674, Wimauma, FL",(813) 819-3254,Florida,33598.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJS6uxhnLS94cRPKjHa4fdqWM,Metro Dentalcare: Inver Grove Heights," 9042 Cahill Ave, Inver Grove Heights, MN",(651) 457-8282,Minnesota,55076.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJIyfEF_o73YgRELkoCjpszow,Imperial Lakes Dental Care," 2110 Shepherd Rd, Mulberry, FL",(863) 354-1514,Florida,33860.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJHz81y6lz9ogR1MM8r17VDuc,Timothy Road Dental Care," 2065 Timothy Rd, Athens, GA",(706) 410-1305,Georgia,30606.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJd-6vJfh19YgRpSJmoi6FPIk,Milton Family Dental Care," 12988 Georgia Highway 9, Milton, GA",(678) 691-2900,Georgia,12988.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJxclszBQiZ4gRLkEweiWOFiA,Johns Family & Implant Dentistry," 121 S Washington Ave, Cookeville, TN",(931) 528-6547,Washington,38501.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJzcY7k8cn2YgRuErUScidG64,Mission Lakes Dental Care," 5516 South State Road 7, Suite 132, Lake Worth, FL",(561) 963-7950,Florida,33449.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ7dHTAjQ_AIkRIF2qGKcf8gE,Prince Creek Dental Care," 11890 Hwy 707, Murrells Inlet, SC",(843) 651-0146,South Carolina,11890.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJgc04crsy34cRKsszaBwoNps,Premier Dental Partners Oral Surgery and Dental Implant Center," 605 Old Ballas Rd Ste 130, Creve Coeur, MO",(314) 256-2135,Missouri,63141.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJdzHQMEwA2YgRGlNcxjyloCk,First Impressions Smile Center," 1500 E. Broward Blvd, Fort Lauderdale, FL",(954) 463-1077,Florida,33301.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ3_zT-Qm1y4cRY3UabwM0Akk,Pointer Family Dental," 1621 Fayetteville Rd, Van Buren, AR",(479) 262-2038,Arkansas,72956.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJZ3xpXRz_FIgRVAuoGKeaILg,Marion Family Dental Care," 840 E. 45th Street, Marion, IN",(765) 674-9959,Indiana,46953.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ3Q3Pey-l-IgR_NBG-PnWbbI,South Carolina Dental Center," 2020 Laurel St, Columbia, SC",(803) 254-4543,South Carolina,29204.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJQdvMiCiUwogRXzv5p-KSaCY,Dental Care at Trinity Lakes," 12456 State Road 54, Odessa, FL",(727) 312-5035,Florida,12456.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJTwHcPu6UOYgR6xSGrC2-U4Q,Myontariodentist.com," 2193 Village Mall Drive, Mansfield, OH",(419) 529-9092,Ohio,44906.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJx636ujQD24gRgDC_lBvDsYQ,Mission Hills Dentistry," 7485 Vanderbilt Beach Road, Naples, FL",(239) 776-7626,Florida,34119.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ481gmhY5w4gRpPfsrXydHm8,Lorraine Road Dental Care," 7385 UNIVERSITY PKWY, Bradenton, FL",(941) 405-3953,Florida,34202.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJF3w4BEnVKYYRTmfNXxQBbeg,Reservoir Dental Group," 555 Grants Ferry Road, Brandon, MS",(601) 992-1371,Mississippi,39047.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJfxd7QymMtocRmke5zhO1GYI,Berkshire Dental Group," 8701 South Garnett Road, Broken Arrow, OK",(918) 250-9528,Oklahoma,74012.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJKdzJaCpFK4cRDpix0ST4nZc,Dental Arts of Surprise," 14815 W Bell Rd Ste 202, Surprise, AZ",(623) 547-5400,Arizona,14815.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJReluRhMT3YgR3sjl5FKKZlk,Mirror Terrace Dental Care," 1425 6th St Nw, Winter Haven, FL",(863) 280-7101,Florida,33881.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJv9p-NONbw4gR0w202UpjYuw,Nokomis Dental Care," 1200 Tamiami Trl N, Nokomis, FL",(941) 244-5037,Florida,34275.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJtXieu-Dhk1QRi9OMOYv34u0,Chehalis Dental Care," 68 SW 13th St, Chehalis, WA",(360) 748-1833,Washington,98532.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ4xJWBtPQDIgRbSvag7MoTNU,Hessel Park Family Dentistry," 314 West Kirby Avenue, Champaign, IL",(217) 398-9898,Illinois,61820.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJFVi-BBP4BogRWPOIG35SvXw,ForwardDental Sun Prairie," 2572 Ironwood Dr Ste 108, Sun Praire, WI",(608) 478-3772,Wisconsin,53590.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJNaF9HlFi5okRU36iY9_yfI4,Reservoir Commons Dental Associates," 203 Storrs Rd, Mansfield Center, CT",(860) 423-9717,Connecticut,6250.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJEw3hceT8M4gRsU6pxD-3l2U,Exquisite Dental Care," 5711 Shields Rd Ste A, Canfield, OH",(330) 533-0804,Ohio,44406.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJE6G1k1o524gR6djuto-iV0Q,Chiquita Dental Care," 1621 Cape Coral Pkwy W, Cape Coral, FL",(239) 217-4266,Florida,33914.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJqfn1-z5tToYR2jBWCUoZirY,Harris Southwest Dental," 7200 Red Hawk Ct, Fort Worth, TX",(817) 294-8092,Texas,76132.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJFWxmHhCP54gRqtREytQjdZw,Citrus Tower Family Dental," 2615 E Highway 50, Clermont, FL",(352) 241-4900,Florida,34711.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ6QkG5ez5Y4gRTLiOKccszxA,Rivers Dental Care," 2943 South Church St Ste E, Murfreesboro, TN",(615) 956-6750,Tennessee,37127.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ_4YUab9mZIgRkDM2ojbOVsE,Oral Surgical Institute," 500 28th Ave N Ste 100, Nashville, TN",(615) 329-4401,Tennessee,37203.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJr18mYwVs6IgRuZXwm6z9nm0,Advanced Dentistry of Citrus County - Lecanto," 510 N Dacie Pt, Lecanto, FL",(352) 527-8585,Florida,34461.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJNd2YnulH24gRRRy4ISxsrEg,Pine Island Road Dental Care," 541 SW Pine Island Rd, Cape Coral, FL",(239) 677-3795,Florida,33991.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJvwzN8GKT9YgRvwa8S19_5So,Ivy Creek Dental Care," 3364 Hamilton Mill Rd, Buford, GA",(470) 822-0699,Georgia,30519.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ62I9iZyBAIkRvOzJ3rz-Zno,Dental Care at Little River," 119 Pavilion Dr, Little River, SC",(843) 663-8385,South Carolina,29566.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJf3-rFROEbIcRGjZM2zwffA0,Heritage Dental," 8290 S Holly St Ste A, Centennial, CO",(303) 770-9901,Colorado,80122.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJ2fQ4W0dbwIcRuqjN3deMHW4,Dentistry at Smithville Marketplace," 15700 N US Highway 169 Ste C-2, Smithville, MO",(816) 343-9110,Missouri,15700.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJwcaixgCzJIgRVMIhglWv32c,Livonia Dental Care," 33428 5 Mile Road, Livonia, MI",(734) 427-7555,Michigan,33428.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
ChIJl05u4Exs9YgRrx0jMxyqJnQ,Little River Family Dental," 12201 Highway 92 Suite H, Woodstock, GA",(678) 202-4904,Georgia,12201.0,Heartland Dental,,,,2024-01-15 22:58:37.214030
